Date,Symbol,Close
6/10/2021 16:00,TSLA,610.12
6/11/2021 16:00,TSLA,609.89
6/14/2021 16:00,TSLA,617.69
6/15/2021 16:00,TSLA,599.36
6/16/2021 16:00,TSLA,604.87
6/17/2021 16:00,TSLA,616.6
6/18/2021 16:00,TSLA,623.31
6/21/2021 16:00,TSLA,620.83
6/22/2021 16:00,TSLA,623.71
6/23/2021 16:00,TSLA,656.57
6/24/2021 16:00,TSLA,679.82
6/25/2021 16:00,TSLA,671.87
6/28/2021 16:00,TSLA,688.72
6/29/2021 16:00,TSLA,680.76
6/30/2021 16:00,TSLA,679.7
7/1/2021 16:00,TSLA,677.92
7/2/2021 16:00,TSLA,678.9
7/6/2021 16:00,TSLA,659.58
7/7/2021 16:00,TSLA,644.65
7/8/2021 16:00,TSLA,652.81
7/9/2021 16:00,TSLA,656.95
7/12/2021 16:00,TSLA,685.7
7/13/2021 16:00,TSLA,668.54
7/14/2021 16:00,TSLA,653.38
7/15/2021 16:00,TSLA,650.6
7/16/2021 16:00,TSLA,644.22
7/19/2021 16:00,TSLA,646.22
7/20/2021 16:00,TSLA,660.5
7/21/2021 16:00,TSLA,655.29
7/22/2021 16:00,TSLA,649.26
7/23/2021 16:00,TSLA,643.38
7/26/2021 16:00,TSLA,657.62
7/27/2021 16:00,TSLA,644.78
7/28/2021 16:00,TSLA,646.98
7/29/2021 16:00,TSLA,677.35
7/30/2021 16:00,TSLA,687.2
8/2/2021 16:00,TSLA,709.67
8/3/2021 16:00,TSLA,709.74
8/4/2021 16:00,TSLA,710.92
8/5/2021 16:00,TSLA,714.63
8/6/2021 16:00,TSLA,699.1
8/9/2021 16:00,TSLA,713.76
8/10/2021 16:00,TSLA,709.99
8/11/2021 16:00,TSLA,707.82
8/12/2021 16:00,TSLA,722.25
8/13/2021 16:00,TSLA,717.17
8/16/2021 16:00,TSLA,686.17
8/17/2021 16:00,TSLA,665.71
8/18/2021 16:00,TSLA,688.99
8/19/2021 16:00,TSLA,673.47
8/20/2021 16:00,TSLA,680.26
8/23/2021 16:00,TSLA,706.3
8/24/2021 16:00,TSLA,708.49
8/25/2021 16:00,TSLA,711.2
8/26/2021 16:00,TSLA,701.16
8/27/2021 16:00,TSLA,711.92
8/30/2021 16:00,TSLA,730.91
8/31/2021 16:00,TSLA,735.72
9/1/2021 16:00,TSLA,734.09
9/2/2021 16:00,TSLA,732.39
9/3/2021 16:00,TSLA,733.57
9/7/2021 16:00,TSLA,752.92
9/8/2021 16:00,TSLA,753.87
9/9/2021 16:00,TSLA,754.86
9/10/2021 16:00,TSLA,736.27
9/13/2021 16:00,TSLA,743
9/14/2021 16:00,TSLA,744.49
9/15/2021 16:00,TSLA,755.83
9/16/2021 16:00,TSLA,756.99
9/17/2021 16:00,TSLA,759.49
9/20/2021 16:00,TSLA,730.17
9/21/2021 16:00,TSLA,739.38
9/22/2021 16:00,TSLA,751.94
9/23/2021 16:00,TSLA,753.64
9/24/2021 16:00,TSLA,774.39
9/27/2021 16:00,TSLA,791.36
9/28/2021 16:00,TSLA,777.56
9/29/2021 16:00,TSLA,781.31
9/30/2021 16:00,TSLA,775.48
10/1/2021 16:00,TSLA,775.22
10/4/2021 16:00,TSLA,781.53
10/5/2021 16:00,TSLA,780.59
10/6/2021 16:00,TSLA,782.75
10/7/2021 16:00,TSLA,793.61
10/8/2021 16:00,TSLA,785.49
10/11/2021 16:00,TSLA,791.94
10/12/2021 16:00,TSLA,805.72
10/13/2021 16:00,TSLA,811.08
10/14/2021 16:00,TSLA,818.32
10/15/2021 16:00,TSLA,843.03
10/18/2021 16:00,TSLA,870.11
10/19/2021 16:00,TSLA,864.27
10/20/2021 16:00,TSLA,865.8
10/21/2021 16:00,TSLA,894
10/22/2021 16:00,TSLA,909.68
10/25/2021 16:00,TSLA,1024.86
10/26/2021 16:00,TSLA,1018.43
10/27/2021 16:00,TSLA,1037.86
10/28/2021 16:00,TSLA,1077.04
10/29/2021 16:00,TSLA,1114
11/1/2021 16:00,TSLA,1208.59
11/2/2021 16:00,TSLA,1172
11/3/2021 16:00,TSLA,1213.86
11/4/2021 16:00,TSLA,1229.91
11/5/2021 16:00,TSLA,1222.09
11/8/2021 16:00,TSLA,1162.94
11/9/2021 16:00,TSLA,1023.5
11/10/2021 16:00,TSLA,1067.95
11/11/2021 16:00,TSLA,1063.51
11/12/2021 16:00,TSLA,1033.42
11/15/2021 16:00,TSLA,1013.39
11/16/2021 16:00,TSLA,1054.73
11/17/2021 16:00,TSLA,1089.01
11/18/2021 16:00,TSLA,1096.38
11/19/2021 16:00,TSLA,1137.06
11/22/2021 16:00,TSLA,1156.87
11/23/2021 16:00,TSLA,1109.03
11/24/2021 16:00,TSLA,1116
11/26/2021 13:00,TSLA,1081.92
11/29/2021 16:00,TSLA,1136.99
11/30/2021 16:00,TSLA,1144.76
12/1/2021 16:00,TSLA,1095
12/2/2021 16:00,TSLA,1084.6
12/3/2021 16:00,TSLA,1014.97
12/6/2021 16:00,TSLA,1009.01
12/7/2021 16:00,TSLA,1051.75
12/8/2021 16:00,TSLA,1068.96
12/9/2021 16:00,TSLA,1003.8
12/10/2021 16:00,TSLA,1017.03
12/13/2021 16:00,TSLA,966.41
12/14/2021 16:00,TSLA,958.51
12/15/2021 16:00,TSLA,975.99
12/16/2021 16:00,TSLA,926.92
12/17/2021 16:00,TSLA,932.57
12/20/2021 16:00,TSLA,899.94
12/21/2021 16:00,TSLA,938.53
12/22/2021 16:00,TSLA,1008.87
12/23/2021 16:00,TSLA,1067
12/27/2021 16:00,TSLA,1093.94
12/28/2021 16:00,TSLA,1088.47
12/29/2021 16:00,TSLA,1086.19
12/30/2021 16:00,TSLA,1070.34
12/31/2021 16:00,TSLA,1056.78
