Date,Symbol,Close
1/4/2021 16:00,TSLA,729.77
1/5/2021 16:00,TSLA,735.11
1/6/2021 16:00,TSLA,755.98
1/7/2021 16:00,TSLA,816.04
1/8/2021 16:00,TSLA,880.02
1/11/2021 16:00,TSLA,811.19
1/12/2021 16:00,TSLA,849.44
1/13/2021 16:00,TSLA,854.41
1/14/2021 16:00,TSLA,845
1/15/2021 16:00,TSLA,826.16
1/19/2021 16:00,TSLA,844.55
1/20/2021 16:00,TSLA,850.45
1/21/2021 16:00,TSLA,844.99
1/22/2021 16:00,TSLA,846.64
1/25/2021 16:00,TSLA,880.8
1/26/2021 16:00,TSLA,883.09
1/27/2021 16:00,TSLA,864.16
1/28/2021 16:00,TSLA,835.43
1/29/2021 16:00,TSLA,793.53
2/1/2021 16:00,TSLA,839.81
2/2/2021 16:00,TSLA,872.79
2/3/2021 16:00,TSLA,854.69
2/4/2021 16:00,TSLA,849.99
2/5/2021 16:00,TSLA,852.23
2/8/2021 16:00,TSLA,863.42
2/9/2021 16:00,TSLA,849.46
2/10/2021 16:00,TSLA,804.82
2/11/2021 16:00,TSLA,811.66
2/12/2021 16:00,TSLA,816.12
2/16/2021 16:00,TSLA,796.22
2/17/2021 16:00,TSLA,798.15
2/18/2021 16:00,TSLA,787.38
2/19/2021 16:00,TSLA,781.3
2/22/2021 16:00,TSLA,714.5
2/23/2021 16:00,TSLA,698.84
2/24/2021 16:00,TSLA,742.02
2/25/2021 16:00,TSLA,682.22
2/26/2021 16:00,TSLA,675.5
3/1/2021 16:00,TSLA,718.43
3/2/2021 16:00,TSLA,686.44
3/3/2021 16:00,TSLA,653.2
3/4/2021 16:00,TSLA,621.44
3/5/2021 16:00,TSLA,597.95
3/8/2021 16:00,TSLA,563
3/9/2021 16:00,TSLA,673.58
3/10/2021 16:00,TSLA,668.06
3/11/2021 16:00,TSLA,699.6
3/12/2021 16:00,TSLA,693.73
3/15/2021 16:00,TSLA,707.94
3/16/2021 16:00,TSLA,676.88
3/17/2021 16:00,TSLA,701.81
3/18/2021 16:00,TSLA,653.16
3/19/2021 16:00,TSLA,654.87
3/22/2021 16:00,TSLA,670
3/23/2021 16:00,TSLA,662.16
3/24/2021 16:00,TSLA,630.27
3/25/2021 16:00,TSLA,640.39
3/26/2021 16:00,TSLA,618.71
3/29/2021 16:00,TSLA,611.29
3/30/2021 16:00,TSLA,635.62
3/31/2021 16:00,TSLA,667.93
4/1/2021 16:00,TSLA,661.75
4/5/2021 16:00,TSLA,691.05
4/6/2021 16:00,TSLA,691.62
4/7/2021 16:00,TSLA,670.97
4/8/2021 16:00,TSLA,683.8
4/9/2021 16:00,TSLA,677.02
4/12/2021 16:00,TSLA,701.98
4/13/2021 16:00,TSLA,762.32
4/14/2021 16:00,TSLA,732.23
4/15/2021 16:00,TSLA,738.85
4/16/2021 16:00,TSLA,739.78
4/19/2021 16:00,TSLA,714.63
4/20/2021 16:00,TSLA,718.99
4/21/2021 16:00,TSLA,744.12
4/22/2021 16:00,TSLA,719.69
4/23/2021 16:00,TSLA,729.4
4/26/2021 16:00,TSLA,738.2
4/27/2021 16:00,TSLA,704.74
4/28/2021 16:00,TSLA,694.4
4/29/2021 16:00,TSLA,677
4/30/2021 16:00,TSLA,709.44
5/3/2021 16:00,TSLA,684.9
5/4/2021 16:00,TSLA,673.6
5/5/2021 16:00,TSLA,670.94
5/6/2021 16:00,TSLA,663.54
5/7/2021 16:00,TSLA,672.37
5/10/2021 16:00,TSLA,629.04
5/11/2021 16:00,TSLA,617.2
5/12/2021 16:00,TSLA,589.89
5/13/2021 16:00,TSLA,571.69
5/14/2021 16:00,TSLA,589.74
5/17/2021 16:00,TSLA,576.83
5/18/2021 16:00,TSLA,577.87
5/19/2021 16:00,TSLA,563.46
5/20/2021 16:00,TSLA,586.78
5/21/2021 16:00,TSLA,580.88
5/24/2021 16:00,TSLA,606.44
5/25/2021 16:00,TSLA,604.69
5/26/2021 16:00,TSLA,619.13
5/27/2021 16:00,TSLA,630.85
5/28/2021 16:00,TSLA,625.22
6/1/2021 16:00,TSLA,623.9
6/2/2021 16:00,TSLA,605.12
6/3/2021 16:00,TSLA,572.84
6/4/2021 16:00,TSLA,599.05
6/7/2021 16:00,TSLA,605.13
6/8/2021 16:00,TSLA,603.59
6/9/2021 16:00,TSLA,598.78
