Date,Symbol,Close
1/4/2021 16:00,GS,265
1/5/2021 16:00,GS,270.93
1/6/2021 16:00,GS,285.55
1/7/2021 16:00,GS,291.65
1/8/2021 16:00,GS,290.08
1/11/2021 16:00,GS,293.83
1/12/2021 16:00,GS,302.21
1/13/2021 16:00,GS,302.94
1/14/2021 16:00,GS,307.87
1/15/2021 16:00,GS,301.01
1/19/2021 16:00,GS,294.2
1/20/2021 16:00,GS,290.47
1/21/2021 16:00,GS,289.37
1/22/2021 16:00,GS,289.39
1/25/2021 16:00,GS,283.04
1/26/2021 16:00,GS,281.76
1/27/2021 16:00,GS,273.33
1/28/2021 16:00,GS,275.02
1/29/2021 16:00,GS,271.17
2/1/2021 16:00,GS,274.73
2/2/2021 16:00,GS,286.97
2/3/2021 16:00,GS,288.55
2/4/2021 16:00,GS,293.75
2/5/2021 16:00,GS,293.5
2/8/2021 16:00,GS,300.15
2/9/2021 16:00,GS,300.46
2/10/2021 16:00,GS,304.28
2/11/2021 16:00,GS,302.32
2/12/2021 16:00,GS,306.32
2/16/2021 16:00,GS,311.96
2/17/2021 16:00,GS,312.74
2/18/2021 16:00,GS,309.9
2/19/2021 16:00,GS,315.62
2/22/2021 16:00,GS,316.87
2/23/2021 16:00,GS,319.21
2/24/2021 16:00,GS,330.64
2/25/2021 16:00,GS,327.76
2/26/2021 16:00,GS,319.48
3/1/2021 16:00,GS,329.92
3/2/2021 16:00,GS,330.94
3/3/2021 16:00,GS,334.43
3/4/2021 16:00,GS,329.29
3/5/2021 16:00,GS,327.37
3/8/2021 16:00,GS,334.19
3/9/2021 16:00,GS,330.59
3/10/2021 16:00,GS,342.02
3/11/2021 16:00,GS,342.1
3/12/2021 16:00,GS,348.81
3/15/2021 16:00,GS,346.05
3/16/2021 16:00,GS,341.71
3/17/2021 16:00,GS,344.95
3/18/2021 16:00,GS,348
3/19/2021 16:00,GS,344.2
3/22/2021 16:00,GS,339.33
3/23/2021 16:00,GS,331.77
3/24/2021 16:00,GS,328.65
3/25/2021 16:00,GS,330.55
3/26/2021 16:00,GS,327.39
3/29/2021 16:00,GS,325.73
3/30/2021 16:00,GS,332.01
3/31/2021 16:00,GS,327
4/1/2021 16:00,GS,327.64
4/5/2021 16:00,GS,323.54
4/6/2021 16:00,GS,327.06
4/7/2021 16:00,GS,326.55
4/8/2021 16:00,GS,331.14
4/9/2021 16:00,GS,330.81
4/12/2021 16:00,GS,331.84
4/13/2021 16:00,GS,327.68
4/14/2021 16:00,GS,335.35
4/15/2021 16:00,GS,338.55
4/16/2021 16:00,GS,342.31
4/19/2021 16:00,GS,343.09
4/20/2021 16:00,GS,331.88
4/21/2021 16:00,GS,335.27
4/22/2021 16:00,GS,330.85
4/23/2021 16:00,GS,339.35
4/26/2021 16:00,GS,343.52
4/27/2021 16:00,GS,346.63
4/28/2021 16:00,GS,348.11
4/29/2021 16:00,GS,352.97
4/30/2021 16:00,GS,348.45
5/3/2021 16:00,GS,350.16
5/4/2021 16:00,GS,349.84
5/5/2021 16:00,GS,357.62
5/6/2021 16:00,GS,365.97
5/7/2021 16:00,GS,370.89
5/10/2021 16:00,GS,368.68
5/11/2021 16:00,GS,359.92
5/12/2021 16:00,GS,354.4
5/13/2021 16:00,GS,358.81
5/14/2021 16:00,GS,368.77
5/17/2021 16:00,GS,369.25
5/18/2021 16:00,GS,364.56
5/19/2021 16:00,GS,358.38
5/20/2021 16:00,GS,359.78
5/21/2021 16:00,GS,366.26
5/24/2021 16:00,GS,368.29
5/25/2021 16:00,GS,364.51
5/26/2021 16:00,GS,367.4
5/27/2021 16:00,GS,371.37
5/28/2021 16:00,GS,372.02
6/1/2021 16:00,GS,382.44
6/2/2021 16:00,GS,383.44
6/3/2021 16:00,GS,388.72
6/4/2021 16:00,GS,391.45
6/7/2021 16:00,GS,388.16
6/8/2021 16:00,GS,384.7
6/9/2021 16:00,GS,382.78
6/10/2021 16:00,GS,373.94
6/11/2021 16:00,GS,378.05
6/14/2021 16:00,GS,372.92
6/15/2021 16:00,GS,371.3
6/16/2021 16:00,GS,371
6/17/2021 16:00,GS,361.5
6/18/2021 16:00,GS,348.83
6/21/2021 16:00,GS,357.54
6/22/2021 16:00,GS,357.53
6/23/2021 16:00,GS,361.05
6/24/2021 16:00,GS,368.75
6/25/2021 16:00,GS,368.77
6/28/2021 16:00,GS,368.71
6/29/2021 16:00,GS,372.62
6/30/2021 16:00,GS,379.53
7/1/2021 16:00,GS,374.99
7/2/2021 16:00,GS,374.16
7/6/2021 16:00,GS,369.86
7/7/2021 16:00,GS,367.67
7/8/2021 16:00,GS,358.94
7/9/2021 16:00,GS,371.76
7/12/2021 16:00,GS,380.5
7/13/2021 16:00,GS,375.98
7/14/2021 16:00,GS,374.4
7/15/2021 16:00,GS,373.35
7/16/2021 16:00,GS,364.8
7/19/2021 16:00,GS,354.72
7/20/2021 16:00,GS,364.76
7/21/2021 16:00,GS,373.5
7/22/2021 16:00,GS,372.71
7/23/2021 16:00,GS,374.05
7/26/2021 16:00,GS,375.9
7/27/2021 16:00,GS,374.84
7/28/2021 16:00,GS,374.23
7/29/2021 16:00,GS,377.55
7/30/2021 16:00,GS,374.88
8/2/2021 16:00,GS,378.19
8/3/2021 16:00,GS,380.36
8/4/2021 16:00,GS,377.86
8/5/2021 16:00,GS,384.3
8/6/2021 16:00,GS,397.89
8/9/2021 16:00,GS,399.88
8/10/2021 16:00,GS,407.97
8/11/2021 16:00,GS,413.89
8/12/2021 16:00,GS,415
8/13/2021 16:00,GS,410.78
8/16/2021 16:00,GS,408.35
8/17/2021 16:00,GS,404.97
8/18/2021 16:00,GS,398.8
8/19/2021 16:00,GS,393.57
8/20/2021 16:00,GS,395.87
8/23/2021 16:00,GS,401.45
8/24/2021 16:00,GS,408.56
8/25/2021 16:00,GS,413.12
8/26/2021 16:00,GS,412.41
8/27/2021 16:00,GS,419.69
8/30/2021 16:00,GS,413.6
8/31/2021 16:00,GS,413.51
9/1/2021 16:00,GS,413.66
9/2/2021 16:00,GS,414.5
9/3/2021 16:00,GS,411.31
9/7/2021 16:00,GS,410.32
9/8/2021 16:00,GS,405
9/9/2021 16:00,GS,404.58
9/10/2021 16:00,GS,403.48
9/13/2021 16:00,GS,409.26
9/14/2021 16:00,GS,403.69
9/15/2021 16:00,GS,401.95
9/16/2021 16:00,GS,396.68
9/17/2021 16:00,GS,391.46
9/20/2021 16:00,GS,378.13
9/21/2021 16:00,GS,375.84
9/22/2021 16:00,GS,385.47
9/23/2021 16:00,GS,391.86
9/24/2021 16:00,GS,390.85
9/27/2021 16:00,GS,399.81
9/28/2021 16:00,GS,389.5
9/29/2021 16:00,GS,384.89
9/30/2021 16:00,GS,378.03
10/1/2021 16:00,GS,380
10/4/2021 16:00,GS,374.15
10/5/2021 16:00,GS,385.81
10/6/2021 16:00,GS,388.05
10/7/2021 16:00,GS,390.62
10/8/2021 16:00,GS,392.81
10/11/2021 16:00,GS,385.24
10/12/2021 16:00,GS,386.53
10/13/2021 16:00,GS,386.31
10/14/2021 16:00,GS,391.2
10/15/2021 16:00,GS,406.07
10/18/2021 16:00,GS,413.69
10/19/2021 16:00,GS,412.16
10/20/2021 16:00,GS,407.89
10/21/2021 16:00,GS,407.59
10/22/2021 16:00,GS,414.32
10/25/2021 16:00,GS,414.75
10/26/2021 16:00,GS,417.61
10/27/2021 16:00,GS,410.99
10/28/2021 16:00,GS,414.82
10/29/2021 16:00,GS,413.35
11/1/2021 16:00,GS,416.7
11/2/2021 16:00,GS,423.85
11/3/2021 16:00,GS,417.9
11/4/2021 16:00,GS,408.07
11/5/2021 16:00,GS,407.08
11/8/2021 16:00,GS,408.34
11/9/2021 16:00,GS,405.35
11/10/2021 16:00,GS,399.12
11/11/2021 16:00,GS,402.34
11/12/2021 16:00,GS,404.91
11/15/2021 16:00,GS,404.81
11/16/2021 16:00,GS,403.09
11/17/2021 16:00,GS,391.55
11/18/2021 16:00,GS,391.37
11/19/2021 16:00,GS,387.39
11/22/2021 16:00,GS,396.16
11/23/2021 16:00,GS,406.34
11/24/2021 16:00,GS,399.19
11/26/2021 13:00,GS,389.39
11/29/2021 16:00,GS,386.54
11/30/2021 16:00,GS,380.99
12/1/2021 16:00,GS,376.48
12/2/2021 16:00,GS,387.54
12/3/2021 16:00,GS,382.73
12/6/2021 16:00,GS,389.3
12/7/2021 16:00,GS,400.11
12/8/2021 16:00,GS,397.32
12/9/2021 16:00,GS,396.49
12/10/2021 16:00,GS,391.06
12/13/2021 16:00,GS,384.64
12/14/2021 16:00,GS,388.82
12/15/2021 16:00,GS,389.91
12/16/2021 16:00,GS,397.37
12/17/2021 16:00,GS,381.8
12/20/2021 16:00,GS,371.61
12/21/2021 16:00,GS,380.32
12/22/2021 16:00,GS,382.33
12/23/2021 16:00,GS,385.04
12/27/2021 16:00,GS,388.04
12/28/2021 16:00,GS,387.61
12/29/2021 16:00,GS,386.2
12/30/2021 16:00,GS,385.52
12/31/2021 16:00,GS,382.55
